var_0,var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10,var_11,Class
-0.250919762305275,0.9014286128198323,0.4639878836228102,0.1973169683940732,-0.687962719115127,-0.6880109593275947,-0.8838327756636011,0.7323522915498704,0.2022300234864176,0.416145155592091,-0.9588310114083951,0.9398197043239886,0
0.6648852816008435,-0.5753217786434477,-0.6363500655857988,-0.6331909802931324,-0.39151551408092455,0.04951286326447568,-0.13610996271576847,-0.4175417196039162,0.22370578944475894,-0.7210122786959163,-0.4157107029295637,-0.2672763134126166,0
-0.08786003156592814,0.5703519227860272,-0.6006524356832805,0.02846887682722321,0.18482913772408494,-0.9070991745600046,0.21508970380287673,-0.6589517526254169,-0.869896814029441,0.8977710745066665,0.9312640661491187,0.6167946962329223,0
-0.39077246165325863,-0.8046557719872323,0.3684660530243138,-0.1196950125207974,-0.7559235303104423,-0.00964617977745963,-0.9312229577695632,0.8186408041575641,-0.48244003679996617,0.32504456870796394,-0.3765778478211781,0.040136042355621626,0
0.0934205586865593,-0.6302910889489459,0.9391692555291171,0.5502656467222291,0.8789978831283782,0.7896547008552977,0.19579995762217028,0.8437484700462337,-0.823014995896161,-0.6080342751617096,-0.9095454221789239,-0.3493393384734713,0
-0.22264542062103598,-0.4573019364522082,0.6574750183038587,-0.28649334661282144,-0.4381309806252385,0.08539216631649693,-0.7181515500504747,0.6043939615080793,-0.8508987126404584,0.9737738732010346,0.5444895385933148,-0.6025686369316552,0
-0.9889557657527952,0.6309228569096683,0.41371468769523423,0.4580143360819746,0.5425406933718915,-0.8519106965318193,-0.2830685429114548,-0.7682618809497406,0.726206851751187,0.24659625365511584,-0.3382039502947016,-0.8728832994279527,0
-0.3780353565686756,-0.3496333559465059,0.45921235667612814,0.27511494271042625,0.7744254851526531,-0.05557014967610141,-0.7608115081233966,0.42648957444599,0.5215700972337949,0.12255439513899247,0.541934359909122,-0.012408807271218514,0
0.045465658763988115,-0.14491796328290074,-0.9491617465118096,-0.7842171460133911,-0.9371416286265315,0.2728208225275608,-0.37128803784734665,0.01714138232940554,0.815132947852186,-0.5014155417022501,-0.17923415392874054,0.5111022770860973,0
-0.5424036690167551,-0.846040180342414,-0.42049709417246395,-0.6775574254919912,0.8593953046851461,0.6162407591288339,0.26680751302084693,0.7429211803754354,0.6073441537982289,-0.6268598822279283,0.7851179969799555,0.07868448383130144,0
0.6148803103281251,0.7921825998469865,-0.36399305005627225,-0.7798961509446465,-0.5441296749161166,-0.14578442274748737,0.6360295318449862,0.7214611665126869,-0.9860957389376186,0.021494605155131463,-0.16517799370244202,-0.5557843790585395,0
-0.7602692653326344,-0.3247696571927441,0.8858194078250383,-0.35359413595848954,0.037581243486732197,0.4060379177903557,-0.27274079524141204,0.9435641654419213,0.9248945898842225,-0.4964354083492717,-0.005502988215229099,-0.3982433803664607,0
